Series_reference,Period,Data_value,STATUS_status,UNITS_units,Subject_subject,Group_grp,Series_title_1,UniqueNumber
CPIQ.SE905200,1989.06,814.9602082,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8092
CPIQ.SE905200,1989.09,830.2759786,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8093
CPIQ.SE905200,1989.12,842.3673765,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8094
CPIQ.SE905200,1990.03,842.3673765,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8095
CPIQ.SE905200,1990.06,850.4283084,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8096
CPIQ.SE905200,1990.09,860.9075195,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8097
CPIQ.SE905200,1990.12,873.8050107,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8098
CPIQ.SE905200,1991.03,885.8964086,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8099
CPIQ.SE905200,1991.06,896.3756196,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8100
CPIQ.SE905200,1991.09,906.8548307,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8101
CPIQ.SE905200,1991.12,905.2426449,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8102
CPIQ.SE905200,1992.03,901.212179,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8103
CPIQ.SE905200,1992.06,904.4365516,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8104
CPIQ.SE905200,1992.09,903.6304582,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8105
CPIQ.SE905200,1992.12,904.4365516,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8106
CPIQ.SE905200,1993.03,898.7938988,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8107
CPIQ.SE905200,1993.06,910.8852967,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8108
CPIQ.SE905200,1993.09,915.721856,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8109
CPIQ.SE905200,1993.12,910.8852967,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8110
CPIQ.SE905200,1994.03,909.9744115,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8111
CPIQ.SE905200,1994.06,909.0635263,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8112
CPIQ.SE905200,1994.09,913.6179523,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8113
CPIQ.SE905200,1994.12,915.4397237,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8114
CPIQ.SE905200,1995.03,909.0635263,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8115
CPIQ.SE905200,1995.06,904.5091002,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8116
CPIQ.SE905200,1995.09,909.0635263,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8117
CPIQ.SE905200,1995.12,883.5587383,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8118
CPIQ.SE905200,1996.03,881.7369669,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8119
CPIQ.SE905200,1996.06,910.8852967,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8120
CPIQ.SE905200,1996.09,897.2220175,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8121
CPIQ.SE905200,1996.12,917.2614942,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8122
CPIQ.SE905200,1997.03,915.4397237,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8123
CPIQ.SE905200,1997.06,894.4893619,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8124
CPIQ.SE905200,1997.09,896.3111323,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8125
CPIQ.SE905200,1997.12,896.3111323,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8126
CPIQ.SE905200,1998.03,894.4893619,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8127
CPIQ.SE905200,1998.06,898.1329027,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8128
CPIQ.SE905200,1998.09,931.8356586,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8129
CPIQ.SE905200,1998.12,950.0533648,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8130
CPIQ.SE905200,1999.03,938.211856,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8131
CPIQ.SE905200,1999.06,973.7363823,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8132
CPIQ.SE905200,1999.09,982.5000097,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8133
CPIQ.SE905200,1999.12,978.6050642,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8134
CPIQ.SE905200,2000.03,975.6838551,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8135
CPIQ.SE905200,2000.06,984.4474825,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8136
CPIQ.SE905200,2000.09,998.0797918,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8137
CPIQ.SE905200,2000.12,1019.501992,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8138
CPIQ.SE905200,2001.03,1047.740347,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8139
CPIQ.SE905200,2001.06,1059.425184,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8140
CPIQ.SE905200,2001.09,1057.477711,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8141
CPIQ.SE905200,2001.12,1062.346393,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8142
CPIQ.SE905200,2002.03,1057.477711,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8143
CPIQ.SE905200,2002.06,1051.635293,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8144
CPIQ.SE905200,2002.09,1008.790892,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8145
CPIQ.SE905200,2002.12,1003.92221,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8146
CPIQ.SE905200,2003.03,1000.027265,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8147
CPIQ.SE905200,2003.06,999.0535282,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8148
CPIQ.SE905200,2003.09,1000.027265,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8149
CPIQ.SE905200,2003.12,998.0797918,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8150
CPIQ.SE905200,2004.03,988.342428,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8151
CPIQ.SE905200,2004.06,991.2636372,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8152
CPIQ.SE905200,2004.09,983.4737461,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8153
CPIQ.SE905200,2004.12,983.4737461,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8154
CPIQ.SE905200,2005.03,973.7363823,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8155
CPIQ.SE905200,2005.06,981.5262733,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8156
CPIQ.SE905200,2005.09,975.6838551,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8157
CPIQ.SE905200,2005.12,979.5788006,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8158
CPIQ.SE905200,2006.03,960.104073,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8159
CPIQ.SE905200,2006.06,972.7626459,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8160
CPIQ.SE905200,2006.09,960.1167315,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8161
CPIQ.SE905200,2006.12,953.307393,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8162
CPIQ.SE905200,2007.03,958.1712062,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8163
CPIQ.SE905200,2007.06,951.3618677,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8164
CPIQ.SE905200,2007.09,957.1984436,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8165
CPIQ.SE905200,2007.12,960.1167315,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8166
CPIQ.SE905200,2008.03,964.0077821,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8167
CPIQ.SE905200,2008.06,967.8988327,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8168
CPIQ.SE905200,2008.09,957.1984436,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8169
CPIQ.SE905200,2008.12,984.4357977,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8170
CPIQ.SE905200,2009.03,975.6809339,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8171
CPIQ.SE905200,2009.06,990.2723735,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8172
CPIQ.SE905200,2009.09,980.5447471,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8173
CPIQ.SE905200,2009.12,989.2996109,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8174
CPIQ.SE905200,2010.03,974.7081712,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8175
CPIQ.SE905200,2010.06,978.5992218,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8176
CPIQ.SE905200,2010.09,944.5525292,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8177
CPIQ.SE905200,2010.12,987.3540856,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8178
CPIQ.SE905200,2011.03,976.6536965,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8179
CPIQ.SE905200,2011.06,1021.400778,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8180
CPIQ.SE905200,2011.09,1039.883268,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8181
CPIQ.SE905200,2011.12,1034.046693,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8182
CPIQ.SE905200,2012.03,1056.420233,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8183
CPIQ.SE905200,2012.06,1064.202335,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8184
CPIQ.SE905200,2012.09,1019.455253,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8185
CPIQ.SE905200,2012.12,1036.964981,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8186
CPIQ.SE905200,2013.03,984.4357977,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8187
CPIQ.SE905200,2013.06,998.0544747,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8188
CPIQ.SE905200,2013.09,948.4435798,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8189
CPIQ.SE905200,2013.12,958.1712062,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8190
CPIQ.SE905200,2014.03,978.5992218,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8191
CPIQ.SE905200,2014.06,969.844358,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8192
CPIQ.SE905200,2014.09,923.151751,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8193
CPIQ.SE905200,2014.12,932.8793774,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8194
CPIQ.SE905200,2015.03,922.1789883,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8195
CPIQ.SE905200,2015.06,906.614786,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8196
CPIQ.SE905200,2015.09,945.5252918,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8197
CPIQ.SE905200,2015.12,925.0972763,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8198
CPIQ.SE905200,2016.03,970.8171206,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8199
CPIQ.SE905200,2016.06,990.2723735,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8200
CPIQ.SE905200,2016.09,993.1906615,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8201
CPIQ.SE905200,2016.12,974.7081712,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8202
CPIQ.SE905200,2017.03,1012.645914,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8203
CPIQ.SE905200,2017.06,1000,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8204
CPIQ.SE905200,2017.09,1001.945525,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8205
CPIQ.SE905200,2017.12,1009,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8206
CPIQ.SE905200,2018.03,987,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8207
CPIQ.SE905200,2018.06,969,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8208
CPIQ.SE905200,2018.09,998,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8209
CPIQ.SE905200,2018.12,971,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8210
CPIQ.SE905200,2019.03,932,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8211
CPIQ.SE905200,2019.06,981,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8212
CPIQ.SE905200,2019.09,999,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8213
CPIQ.SE905200,2019.12,988,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8214
CPIQ.SE905200,2020.03,990,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8215
CPIQ.SE905200,2020.06,967,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8216
CPIQ.SE905200,2020.09,1014,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8217
CPIQ.SE905200,2020.12,1030,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8218
CPIQ.SE905200,2021.03,967,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8219
CPIQ.SE905200,2021.06,1002,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8220
CPIQ.SE905200,2021.09,1046,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8221
CPIQ.SE905200,2021.12,1012,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8222
CPIQ.SE905200,2022.03,1008,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8223
CPIQ.SE905200,2022.06,1067,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8224
CPIQ.SE905200,2022.09,1033,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8225
CPIQ.SE905200,2022.12,1058,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8226
CPIQ.SE905200,2023.03,1077,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Household textiles,8227
CPIQ.SE9053,1999.06,1062.105263,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8228
CPIQ.SE9053,1999.09,1057.894737,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8229
CPIQ.SE9053,1999.12,1048.421053,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8230
CPIQ.SE9053,2000.03,1052.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8231
CPIQ.SE9053,2000.06,1046.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8232
CPIQ.SE9053,2000.09,1041.052632,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8233
CPIQ.SE9053,2000.12,1067.368421,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8234
CPIQ.SE9053,2001.03,1075.789474,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8235
CPIQ.SE9053,2001.06,1080,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8236
CPIQ.SE9053,2001.09,1097.894737,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8237
CPIQ.SE9053,2001.12,1092.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8238
CPIQ.SE9053,2002.03,1088.421053,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8239
CPIQ.SE9053,2002.06,1094.736842,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8240
CPIQ.SE9053,2002.09,1112.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8241
CPIQ.SE9053,2002.12,1086.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8242
CPIQ.SE9053,2003.03,1070.526316,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8243
CPIQ.SE9053,2003.06,1056.842105,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8244
CPIQ.SE9053,2003.09,1057.894737,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8245
CPIQ.SE9053,2003.12,1053.684211,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8246
CPIQ.SE9053,2004.03,1040,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8247
CPIQ.SE9053,2004.06,1040,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8248
CPIQ.SE9053,2004.09,1036.842105,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8249
CPIQ.SE9053,2004.12,1044.210526,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8250
CPIQ.SE9053,2005.03,1046.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8251
CPIQ.SE9053,2005.06,1076.842105,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8252
CPIQ.SE9053,2005.09,1064.210526,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8253
CPIQ.SE9053,2005.12,1066.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8254
CPIQ.SE9053,2006.03,1049.473684,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8255
CPIQ.SE9053,2006.06,1052.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8256
CPIQ.SE9053,2006.09,1047.368421,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8257
CPIQ.SE9053,2006.12,1055.789474,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8258
CPIQ.SE9053,2007.03,1052.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8259
CPIQ.SE9053,2007.06,1055.789474,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8260
CPIQ.SE9053,2007.09,1056.842105,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8261
CPIQ.SE9053,2007.12,1060,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8262
CPIQ.SE9053,2008.03,1046.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8263
CPIQ.SE9053,2008.06,1056.842105,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8264
CPIQ.SE9053,2008.09,1073.684211,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8265
CPIQ.SE9053,2008.12,1070.526316,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8266
CPIQ.SE9053,2009.03,1066.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8267
CPIQ.SE9053,2009.06,1092.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8268
CPIQ.SE9053,2009.09,1090.526316,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8269
CPIQ.SE9053,2009.12,1096.842105,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8270
CPIQ.SE9053,2010.03,1078.947368,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8271
CPIQ.SE9053,2010.06,1080,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8272
CPIQ.SE9053,2010.09,1064.210526,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8273
CPIQ.SE9053,2010.12,1081.052632,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8274
CPIQ.SE9053,2011.03,1062.105263,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8275
CPIQ.SE9053,2011.06,1055.789474,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8276
CPIQ.SE9053,2011.09,1074.736842,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8277
CPIQ.SE9053,2011.12,1064.210526,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8278
CPIQ.SE9053,2012.03,1058.947368,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8279
CPIQ.SE9053,2012.06,1051.578947,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8280
CPIQ.SE9053,2012.09,1034.736842,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8281
CPIQ.SE9053,2012.12,1018.947368,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8282
CPIQ.SE9053,2013.03,1012.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8283
CPIQ.SE9053,2013.06,1007.368421,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8284
CPIQ.SE9053,2013.09,991.5789474,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8285
CPIQ.SE9053,2013.12,1003.157895,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8286
CPIQ.SE9053,2014.03,987.3684211,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8287
CPIQ.SE9053,2014.06,996.8421053,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8288
CPIQ.SE9053,2014.09,982.1052632,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8289
CPIQ.SE9053,2014.12,978.9473684,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8290
CPIQ.SE9053,2015.03,965.2631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8291
CPIQ.SE9053,2015.06,981.0526316,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8292
CPIQ.SE9053,2015.09,996.8421053,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8293
CPIQ.SE9053,2015.12,980,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8294
CPIQ.SE9053,2016.03,1007.368421,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8295
CPIQ.SE9053,2016.06,989.4736842,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8296
CPIQ.SE9053,2016.09,1032.631579,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8297
CPIQ.SE9053,2016.12,1020,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8298
CPIQ.SE9053,2017.03,1006.315789,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8299
CPIQ.SE9053,2017.06,1000,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8300
CPIQ.SE9053,2017.09,1009.473684,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8301
CPIQ.SE9053,2017.12,978,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8302
CPIQ.SE9053,2018.03,975,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8303
CPIQ.SE9053,2018.06,982,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8304
CPIQ.SE9053,2018.09,983,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8305
CPIQ.SE9053,2018.12,966,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8306
CPIQ.SE9053,2019.03,992,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8307
CPIQ.SE9053,2019.06,1016,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8308
CPIQ.SE9053,2019.09,1012,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8309
CPIQ.SE9053,2019.12,1006,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8310
CPIQ.SE9053,2020.03,986,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8311
CPIQ.SE9053,2020.06,965,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8312
CPIQ.SE9053,2020.09,1018,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8313
CPIQ.SE9053,2020.12,1018,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8314
CPIQ.SE9053,2021.03,1030,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8315
CPIQ.SE9053,2021.06,1025,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8316
CPIQ.SE9053,2021.09,1044,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8317
CPIQ.SE9053,2021.12,1032,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8318
CPIQ.SE9053,2022.03,1058,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Household appliances,8319
