Series_reference,Period,Data_value,STATUS_status,UNITS_units,Subject_subject,Group_grp,Series_title_1,UniqueNumber
CPIQ.SE904,2016.12,986.1111111,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5351
CPIQ.SE904,2017.03,991.6666667,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5352
CPIQ.SE904,2017.06,1000,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5353
CPIQ.SE904,2017.09,1010.416667,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5354
CPIQ.SE904,2017.12,1016,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5355
CPIQ.SE904,2018.03,1022,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5356
CPIQ.SE904,2018.06,1031,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5357
CPIQ.SE904,2018.09,1042,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5358
CPIQ.SE904,2018.12,1047,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5359
CPIQ.SE904,2019.03,1053,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5360
CPIQ.SE904,2019.06,1060,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5361
CPIQ.SE904,2019.09,1073,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5362
CPIQ.SE904,2019.12,1078,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5363
CPIQ.SE904,2020.03,1088,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5364
CPIQ.SE904,2020.06,1094,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5365
CPIQ.SE904,2020.09,1101,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5366
CPIQ.SE904,2020.12,1106,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5367
CPIQ.SE904,2021.03,1116,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5368
CPIQ.SE904,2021.06,1137,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5369
CPIQ.SE904,2021.09,1167,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5370
CPIQ.SE904,2021.12,1190,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5371
CPIQ.SE904,2022.03,1212,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5372
CPIQ.SE904,2022.06,1240,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5373
CPIQ.SE904,2022.09,1269,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5374
CPIQ.SE904,2022.12,1285,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5375
CPIQ.SE904,2023.03,1298,FINAL,Index,CPI,CPI Level 1 Groups for New Zealand,Housing and household utilities,5376
CPIQ.SE9041,1999.06,763.8230648,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5377
CPIQ.SE9041,1999.09,769.3522907,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5378
CPIQ.SE9041,1999.12,769.3522907,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5379
CPIQ.SE9041,2000.03,770.1421801,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5380
CPIQ.SE9041,2000.06,768.5624013,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5381
CPIQ.SE9041,2000.09,768.5624013,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5382
CPIQ.SE9041,2000.12,767.7725118,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5383
CPIQ.SE9041,2001.03,696.6824645,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5384
CPIQ.SE9041,2001.06,695.1026856,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5385
CPIQ.SE9041,2001.09,695.1026856,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5386
CPIQ.SE9041,2001.12,697.4723539,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5387
CPIQ.SE9041,2002.03,702.2116904,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5388
CPIQ.SE9041,2002.06,706.1611374,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5389
CPIQ.SE9041,2002.09,711.6903633,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5390
CPIQ.SE9041,2002.12,716.4296998,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5391
CPIQ.SE9041,2003.03,721.9589258,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5392
CPIQ.SE9041,2003.06,729.0679305,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5393
CPIQ.SE9041,2003.09,735.3870458,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5394
CPIQ.SE9041,2003.12,738.5466035,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5395
CPIQ.SE9041,2004.03,748.8151659,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5396
CPIQ.SE9041,2004.06,752.764613,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5397
CPIQ.SE9041,2004.09,756.71406,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5398
CPIQ.SE9041,2004.12,759.8736177,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5399
CPIQ.SE9041,2005.03,766.192733,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5400
CPIQ.SE9041,2005.06,770.1421801,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5401
CPIQ.SE9041,2005.09,777.2511848,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5402
CPIQ.SE9041,2005.12,778.8309637,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5403
CPIQ.SE9041,2006.03,781.9905213,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5404
CPIQ.SE9041,2006.06,789.8894155,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5405
CPIQ.SE9041,2006.09,792.2590837,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5406
CPIQ.SE9041,2006.12,797.7883096,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5407
CPIQ.SE9041,2007.03,805.6872038,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5408
CPIQ.SE9041,2007.06,810.4265403,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5409
CPIQ.SE9041,2007.09,816.7456556,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5410
CPIQ.SE9041,2007.12,820.6951027,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5411
CPIQ.SE9041,2008.03,830.1737757,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5412
CPIQ.SE9041,2008.06,835.7030016,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5413
CPIQ.SE9041,2008.09,842.0221169,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5414
CPIQ.SE9041,2008.12,845.1816746,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5415
CPIQ.SE9041,2009.03,847.5513428,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5416
CPIQ.SE9041,2009.06,849.9210111,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5417
CPIQ.SE9041,2009.09,851.5007899,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5418
CPIQ.SE9041,2009.12,853.8704581,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5419
CPIQ.SE9041,2010.03,857.8199052,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5420
CPIQ.SE9041,2010.06,861.7693523,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5421
CPIQ.SE9041,2010.09,865.7187994,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5422
CPIQ.SE9041,2010.12,867.2985782,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5423
CPIQ.SE9041,2011.03,872.8278041,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5424
CPIQ.SE9041,2011.06,877.5671406,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5425
CPIQ.SE9041,2011.09,881.5165877,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5426
CPIQ.SE9041,2011.12,884.6761453,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5427
CPIQ.SE9041,2012.03,892.5750395,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5428
CPIQ.SE9041,2012.06,897.314376,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5429
CPIQ.SE9041,2012.09,902.8436019,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5430
CPIQ.SE9041,2012.12,906.0031596,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5431
CPIQ.SE9041,2013.03,912.3222749,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5432
CPIQ.SE9041,2013.06,916.271722,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5433
CPIQ.SE9041,2013.09,921.0110585,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5434
CPIQ.SE9041,2013.12,924.9605055,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5435
CPIQ.SE9041,2014.03,930.4897314,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5436
CPIQ.SE9041,2014.06,936.0189573,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5437
CPIQ.SE9041,2014.09,941.5481833,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5438
CPIQ.SE9041,2014.12,944.7077409,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5439
CPIQ.SE9041,2015.03,951.8167457,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5440
CPIQ.SE9041,2015.06,957.3459716,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5441
CPIQ.SE9041,2015.09,962.8751975,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5442
CPIQ.SE9041,2015.12,968.4044234,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5443
CPIQ.SE9041,2016.03,973.9336493,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5444
CPIQ.SE9041,2016.06,979.4628752,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5445
CPIQ.SE9041,2016.09,983.4123223,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5446
CPIQ.SE9041,2016.12,988.1516588,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5447
CPIQ.SE9041,2017.03,996.0505529,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5448
CPIQ.SE9041,2017.06,1000,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5449
CPIQ.SE9041,2017.09,1005.529226,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5450
CPIQ.SE9041,2017.12,1011,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5451
CPIQ.SE9041,2018.03,1017,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5452
CPIQ.SE9041,2018.06,1025,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5453
CPIQ.SE9041,2018.09,1029,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5454
CPIQ.SE9041,2018.12,1035,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5455
CPIQ.SE9041,2019.03,1041,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5456
CPIQ.SE9041,2019.06,1051,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5457
CPIQ.SE9041,2019.09,1059,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5458
CPIQ.SE9041,2019.12,1067,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5459
CPIQ.SE9041,2020.03,1080,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5460
CPIQ.SE9041,2020.06,1087,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5461
CPIQ.SE9041,2020.09,1092,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5462
CPIQ.SE9041,2020.12,1098,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5463
CPIQ.SE9041,2021.03,1109,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5464
CPIQ.SE9041,2021.06,1119,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5465
CPIQ.SE9041,2021.09,1127,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5466
CPIQ.SE9041,2021.12,1140,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5467
CPIQ.SE9041,2022.03,1153,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5468
CPIQ.SE9041,2022.06,1167,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5469
CPIQ.SE9041,2022.09,1179,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5470
CPIQ.SE9041,2022.12,1190,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5471
CPIQ.SE9041,2023.03,1203,FINAL,Index,CPI,CPI Level 2 Subgroups for New Zealand,Actual rentals for housing,5472
CPIQ.SE904101,1999.06,763.8230648,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5473
CPIQ.SE904101,1999.09,769.3522907,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5474
CPIQ.SE904101,1999.12,769.3522907,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5475
CPIQ.SE904101,2000.03,770.1421801,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5476
CPIQ.SE904101,2000.06,768.5624013,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5477
CPIQ.SE904101,2000.09,768.5624013,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5478
CPIQ.SE904101,2000.12,767.7725118,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5479
CPIQ.SE904101,2001.03,696.6824645,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5480
CPIQ.SE904101,2001.06,695.1026856,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5481
CPIQ.SE904101,2001.09,695.1026856,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5482
CPIQ.SE904101,2001.12,697.4723539,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5483
CPIQ.SE904101,2002.03,702.2116904,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5484
CPIQ.SE904101,2002.06,706.1611374,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5485
CPIQ.SE904101,2002.09,711.6903633,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5486
CPIQ.SE904101,2002.12,716.4296998,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5487
CPIQ.SE904101,2003.03,721.9589258,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5488
CPIQ.SE904101,2003.06,729.0679305,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5489
CPIQ.SE904101,2003.09,735.3870458,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5490
CPIQ.SE904101,2003.12,738.5466035,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5491
CPIQ.SE904101,2004.03,748.8151659,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5492
CPIQ.SE904101,2004.06,752.764613,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5493
CPIQ.SE904101,2004.09,756.71406,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5494
CPIQ.SE904101,2004.12,759.8736177,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5495
CPIQ.SE904101,2005.03,766.192733,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5496
CPIQ.SE904101,2005.06,770.1421801,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5497
CPIQ.SE904101,2005.09,777.2511848,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5498
CPIQ.SE904101,2005.12,778.8309637,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5499
CPIQ.SE904101,2006.03,781.9905213,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5500
CPIQ.SE904101,2006.06,789.8894155,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5501
CPIQ.SE904101,2006.09,792.2590837,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5502
CPIQ.SE904101,2006.12,797.7883096,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5503
CPIQ.SE904101,2007.03,805.6872038,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5504
CPIQ.SE904101,2007.06,810.4265403,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5505
CPIQ.SE904101,2007.09,816.7456556,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5506
CPIQ.SE904101,2007.12,820.6951027,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5507
CPIQ.SE904101,2008.03,830.1737757,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5508
CPIQ.SE904101,2008.06,835.7030016,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5509
CPIQ.SE904101,2008.09,842.0221169,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5510
CPIQ.SE904101,2008.12,845.1816746,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5511
CPIQ.SE904101,2009.03,847.5513428,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5512
CPIQ.SE904101,2009.06,849.9210111,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5513
CPIQ.SE904101,2009.09,851.5007899,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5514
CPIQ.SE904101,2009.12,853.8704581,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5515
CPIQ.SE904101,2010.03,857.8199052,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5516
CPIQ.SE904101,2010.06,861.7693523,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5517
CPIQ.SE904101,2010.09,865.7187994,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5518
CPIQ.SE904101,2010.12,867.2985782,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5519
CPIQ.SE904101,2011.03,872.8278041,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5520
CPIQ.SE904101,2011.06,877.5671406,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5521
CPIQ.SE904101,2011.09,881.5165877,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5522
CPIQ.SE904101,2011.12,884.6761453,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5523
CPIQ.SE904101,2012.03,892.5750395,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5524
CPIQ.SE904101,2012.06,897.314376,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5525
CPIQ.SE904101,2012.09,902.8436019,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5526
CPIQ.SE904101,2012.12,906.0031596,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5527
CPIQ.SE904101,2013.03,912.3222749,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5528
CPIQ.SE904101,2013.06,916.271722,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5529
CPIQ.SE904101,2013.09,921.0110585,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5530
CPIQ.SE904101,2013.12,924.9605055,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5531
CPIQ.SE904101,2014.03,930.4897314,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5532
CPIQ.SE904101,2014.06,936.0189573,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5533
CPIQ.SE904101,2014.09,941.5481833,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5534
CPIQ.SE904101,2014.12,944.7077409,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5535
CPIQ.SE904101,2015.03,951.8167457,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5536
CPIQ.SE904101,2015.06,957.3459716,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5537
CPIQ.SE904101,2015.09,962.8751975,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5538
CPIQ.SE904101,2015.12,968.4044234,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5539
CPIQ.SE904101,2016.03,973.9336493,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5540
CPIQ.SE904101,2016.06,979.4628752,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5541
CPIQ.SE904101,2016.09,983.4123223,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5542
CPIQ.SE904101,2016.12,988.1516588,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5543
CPIQ.SE904101,2017.03,996.0505529,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5544
CPIQ.SE904101,2017.06,1000,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5545
CPIQ.SE904101,2017.09,1005.529226,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5546
CPIQ.SE904101,2017.12,1011,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5547
CPIQ.SE904101,2018.03,1017,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5548
CPIQ.SE904101,2018.06,1025,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5549
CPIQ.SE904101,2018.09,1029,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5550
CPIQ.SE904101,2018.12,1035,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5551
CPIQ.SE904101,2019.03,1041,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5552
CPIQ.SE904101,2019.06,1051,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5553
CPIQ.SE904101,2019.09,1059,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5554
CPIQ.SE904101,2019.12,1067,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5555
CPIQ.SE904101,2020.03,1080,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5556
CPIQ.SE904101,2020.06,1087,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5557
CPIQ.SE904101,2020.09,1092,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5558
CPIQ.SE904101,2020.12,1098,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5559
CPIQ.SE904101,2021.03,1109,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5560
CPIQ.SE904101,2021.06,1119,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5561
CPIQ.SE904101,2021.09,1127,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5562
CPIQ.SE904101,2021.12,1140,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5563
CPIQ.SE904101,2022.03,1153,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5564
CPIQ.SE904101,2022.06,1167,FINAL,Index,CPI,CPI Level 3 Classes for New Zealand,Actual rentals for housing,5565
